,Dwell_100,Dwell_101,mean,std
3477,3.88,,3.88,0.0
3478,2.04,7.02,4.529999999999999,2.4899999999999998
3479,9.43,,9.43,0.0
3480,5.46,12.82,9.14,3.68
3481,4.6,6.24,5.42,0.8200000000000003
3482,4.0,2.32,3.16,0.8400000000000001
3484,4.46,2.65,3.5549999999999997,0.905
3486,5.880000000000001,,5.880000000000001,0.0
3487,3.18,,3.18,0.0
3488,9.88,,9.88,0.0
3489,7.67,,7.67,0.0
3490,3.41,5.85,4.63,1.2199999999999998
3491,6.42,2.1,4.26,2.1599999999999997
3492,3.88,,3.88,0.0
3493,5.3,12.16,8.73,3.43
3494,4.31,3.29,3.8,0.5099999999999998
3495,7.37,6.64,7.005,0.3650000000000002
3497,8.6,2.51,5.555,3.045
3498,14.55,5.6,10.075,4.4750000000000005
3499,3.72,0.86,2.29,1.4300000000000002
3501,1.84,6.48,4.16,2.3200000000000003
3502,3.22,5.95,4.585,1.365
3503,7.529999999999999,3.26,5.395,2.135
3505,4.8,3.47,4.135,0.6649999999999998
3506,5.99,1.9,3.9450000000000003,2.045
3507,3.91,2.6,3.255,0.655
3509,3.14,,3.14,0.0
3510,5.92,5.09,5.505,0.41500000000000004
3511,5.97,3.31,4.64,1.3299999999999998
3512,7.0,2.89,4.945,2.055
3513,9.1,8.65,8.875,0.22499999999999964
3514,6.26,3.71,4.984999999999999,1.275
3515,15.11,,15.11,0.0
3516,4.59,2.96,3.775,0.815
3518,4.12,5.57,4.845000000000001,0.7250000000000001
3519,18.49,,18.49,0.0
3520,4.56,4.27,4.414999999999999,0.14500000000000002
3521,10.66,3.75,7.205,3.455
3522,7.29,6.09,6.6899999999999995,0.6000000000000001
3523,1.31,,1.31,0.0
3524,5.94,2.04,3.99,1.9500000000000002
3525,2.13,7.609999999999999,4.869999999999999,2.7399999999999998
3526,14.35,3.33,8.84,5.51
3527,3.52,3.81,3.665,0.14500000000000002
3528,5.62,,5.62,0.0
3529,5.0,3.4,4.2,0.8
3534,3.05,4.82,3.935,0.8850000000000002
3535,7.17,3.26,5.215,1.955
3536,14.49,4.58,9.535,4.955
3538,5.43,2.18,3.8049999999999997,1.6249999999999998
3539,2.98,4.66,3.8200000000000003,0.8400000000000001
3540,3.89,6.04,4.965,1.075
3541,7.82,14.78,11.3,3.4799999999999995
3542,4.34,4.3,4.32,0.020000000000000018
3543,1.83,3.56,2.6950000000000003,0.865
3544,8.48,3.95,6.215,2.265
3545,3.84,6.21,5.025,1.185
3548,6.09,15.06,10.575,4.485
3549,4.53,3.76,4.145,0.38500000000000023
3550,4.09,1.82,2.955,1.1349999999999998
3551,4.4,1.52,2.96,1.4400000000000002
3552,6.77,,6.77,0.0
3553,3.96,2.25,3.105,0.855
3554,5.77,2.61,4.1899999999999995,1.5799999999999998
3555,5.31,,5.31,0.0
3557,6.4,5.72,6.0600000000000005,0.3400000000000003
3559,2.31,5.77,4.04,1.7299999999999998
3560,4.52,,4.52,0.0
3561,4.75,5.6,5.175,0.4249999999999998
3562,2.73,3.68,3.205,0.4750000000000001
3563,6.94,,6.94,0.0
3564,4.720000000000001,10.64,7.680000000000001,2.96
3565,1.93,3.29,2.61,0.68
3566,16.85,,16.85,0.0
3567,12.01,7.59,9.8,2.21
3568,7.69,2.63,5.16,2.5300000000000002
3570,3.48,3.15,3.315,0.16500000000000004
3571,8.66,5.19,6.925000000000001,1.7349999999999999
3572,7.51,,7.51,0.0
3573,2.89,,2.89,0.0
3574,1.82,7.66,4.74,2.92
3575,3.13,16.98,10.055,6.925000000000001
3578,6.52,,6.52,0.0
3579,8.52,3.0,5.76,2.76
3581,13.53,8.73,11.129999999999999,2.3999999999999995
3583,3.4,9.07,6.235,2.8350000000000004
3584,7.02,12.78,9.899999999999999,2.88
3585,5.76,,5.76,0.0
3586,3.65,2.2,2.925,0.7249999999999999
3587,8.41,,8.41,0.0
3588,6.74,2.03,4.385,2.3550000000000004
3589,10.51,,10.51,0.0
3590,4.73,13.47,9.100000000000001,4.37
3591,1.85,1.64,1.745,0.1050000000000001
3593,9.41,5.33,7.37,2.04
3594,11.31,,11.31,0.0
3597,3.37,,3.37,0.0
3598,7.52,2.92,5.22,2.3
3599,5.01,11.88,8.445,3.4350000000000005
3603,8.28,9.280000000000001,8.780000000000001,0.5000000000000009
3605,6.85,5.88,6.365,0.48499999999999993
3606,3.56,2.11,2.835,0.7250000000000001
3607,7.87,,7.87,0.0
3608,2.38,,2.38,0.0
3610,1.54,,1.54,0.0
3613,7.81,10.92,9.365,1.5550000000000002
3614,8.129999999999999,3.87,6.0,2.1299999999999994
3615,9.12,4.88,7.0,2.1199999999999997
3616,15.19,2.86,9.025,6.165
3617,2.3,8.48,5.390000000000001,3.0900000000000003
3618,6.57,,6.57,0.0
3619,6.08,2.72,4.4,1.68
3620,2.06,12.31,7.1850000000000005,5.125000000000001
3621,3.99,3.96,3.975,0.015000000000000124
3622,5.27,,5.27,0.0
3625,5.43,10.27,7.85,2.42
3626,5.68,,5.68,0.0
3627,1.84,0.91,1.375,0.465
3628,4.0,,4.0,0.0
3629,2.55,6.27,4.41,1.8599999999999999
3630,8.65,8.46,8.555,0.09499999999999975
3633,10.28,,10.28,0.0
3634,8.36,6.4,7.38,0.9799999999999995
3635,5.45,12.37,8.91,3.4599999999999995
3636,2.13,,2.13,0.0
3637,5.65,5.81,5.73,0.07999999999999963
3638,4.48,2.62,3.5500000000000003,0.9300000000000002
3640,2.89,,2.89,0.0
3641,4.43,5.529999999999999,4.9799999999999995,0.5499999999999998
3644,3.68,2.37,3.0250000000000004,0.655
3645,11.63,5.82,8.725000000000001,2.9050000000000002
3646,1.62,,1.62,0.0
3647,5.21,4.52,4.865,0.3450000000000002
3648,4.94,5.24,5.09,0.1499999999999999
3649,1.22,2.86,2.04,0.82
3650,3.86,2.4,3.13,0.73
3651,7.34,8.57,7.955,0.6150000000000002
3652,3.22,1.87,2.545,0.675
3653,2.29,10.0,6.145,3.855
3654,2.41,6.16,4.285,1.875
3655,3.64,3.9,3.77,0.1299999999999999
3657,11.72,1.97,6.845000000000001,4.875000000000001
3658,4.85,6.5,5.675,0.8250000000000002
3659,8.87,2.47,5.67,3.1999999999999997
3660,19.57,6.55,13.06,6.51
3662,3.7,4.04,3.87,0.16999999999999993
3663,2.72,14.98,8.85,6.13
3664,8.75,5.59,7.17,1.58
3665,6.27,2.77,4.52,1.7499999999999998
3666,4.76,,4.76,0.0
3667,18.74,8.35,13.544999999999998,5.194999999999999
3669,6.39,14.5,10.445,4.055000000000001
3670,3.84,1.54,2.69,1.15
3671,15.56,6.14,10.85,4.710000000000001
3672,7.75,,7.75,0.0
3673,6.79,9.79,8.29,1.4999999999999996
3674,5.37,7.61,6.49,1.12
3675,8.86,3.88,6.369999999999999,2.4899999999999998
3676,2.01,15.28,8.645,6.635
3677,3.86,,3.86,0.0
3678,7.24,2.04,4.640000000000001,2.6
3679,4.73,14.77,9.75,5.02
3680,15.05,9.54,12.295,2.755000000000001
3682,2.95,,2.95,0.0
3683,3.43,,3.43,0.0
3684,8.48,2.61,5.545,2.935
3685,3.7,1.18,2.44,1.2600000000000002
3686,5.41,4.85,5.13,0.28000000000000025
3687,12.98,2.75,7.865,5.115
3689,6.68,7.48,7.08,0.4000000000000004
3690,3.7,15.14,9.42,5.720000000000001
3692,3.79,,3.79,0.0
3693,6.73,,6.73,0.0
3694,10.51,,10.51,0.0
3695,5.4,7.69,6.545,1.145
3696,8.26,,8.26,0.0
3697,3.6,9.74,6.67,3.0700000000000003
3698,15.36,,15.36,0.0
3699,8.64,5.53,7.085000000000001,1.5550000000000002
3701,3.35,,3.35,0.0
3702,3.86,4.5,4.18,0.32000000000000006
3704,1.95,,1.95,0.0
3705,5.41,4.52,4.965,0.4450000000000003
3706,2.17,1.73,1.95,0.21999999999999997
3707,10.09,2.9,6.495,3.595
3709,,4.13,4.13,0.0
3710,5.88,1.67,3.775,2.105
3714,10.45,1.14,5.795,4.654999999999999
3715,2.02,3.98,3.0,0.98
3716,3.09,15.96,9.525,6.4350000000000005
3717,8.39,1.64,5.015000000000001,3.3750000000000004
3718,5.88,3.9,4.89,0.99
3719,,6.0,6.0,0.0
3720,,5.16,5.16,0.0
3721,,,,
3722,,2.05,2.05,0.0
3723,6.17,7.34,6.755,0.585
3724,2.69,,2.69,0.0
3726,5.43,,5.43,0.0
3727,,,,
3729,1.26,6.029999999999999,3.6449999999999996,2.385
3730,6.29,10.11,8.2,1.9099999999999997
3731,2.56,,2.56,0.0
3732,3.14,3.12,3.13,0.010000000000000009
3734,2.87,,2.87,0.0
3735,1.69,10.29,5.989999999999999,4.3
3737,,1.2,1.2,0.0
3738,,4.57,4.57,0.0
3739,,5.38,5.38,0.0
3740,,,,
3741,,9.02,9.02,0.0
3742,,7.59,7.59,0.0
3743,,6.6,6.6,0.0
3745,,2.93,2.93,0.0
3747,,3.52,3.52,0.0
3748,,,,
3749,,13.23,13.23,0.0
3752,,,,
3753,,,,
